,Tweets,label
147,"Don't be affected by criticism. Positive or negative, take them in your stride. Know that the level of criticism rises with your worth.",religious
148,"Your journey will often be distracted by people’s opinions. Don’t let it consume you. Be honest with yourself. Purify your intention. It makes it easier for you to handle what others think. Besides, it’s not your reputation the Almighty is after. He looks at your heart.",religious
149,"Almighty. You’re the only One who knows all the ups and downs in our lives. Only You know our pain & discomfort. Only You are there for our grief and sorrow. Only You have the power to heal us, grant hope in our hearts and make us feel whole again. Aameen.",religious
150,"Even the greatest of deeds can be of no benefit if the hearts are sick; if the hearts are corrupt; if the hearts are laced with envy, pride, jealousy, hatred etc. So pay close attention to the state of your heart because everything you do flows from it.",religious
151,Almighty. We sincerely ask You to make us better people today than we were yesterday. Help us win the fight between desire and discipline so we may get closer to You. Help us let go of negative people so we may become more positive and grateful with good character and conduct.,religious
152,Be careful of the friends you choose for you may become like them. The opinions of your friends are often more important than others; even your family. That’s why it’s in your best interest to choose your friends wisely. They can be the reason why you succeed or fail.,religious
153,Greetings from the Holy Lands.,religious
154,"It’s easy to get discouraged and feel let down when things are rough. Everyone has disappointments, everyone has bad days but if you’re firm in faith and trust the Almighty fully,  He will find a way out for you and you wouldn’t even remember whatever pain you had to endure.",religious
155,"Almighty. Make us realize that everything will work out in the end. No matter how long we’ve been suffering, how long we’ve been supplicating, let us remember that only You can change the most hopeless situation to the best moment of our lives.",religious
156,"We’ve all been through rough days, a difficult month or a bad year. But these are often blessings in disguise. Remember, everything the Almighty does is good. We only have to wait patiently, hold our head up and press on. Let life take its course.",religious
157,Speak the truth and mean what you say. Your word is your honour. Too many people make empty promises which they never intend to fulfil.,religious
158,"Maa shaa Allah TabarakallahWorld Renowned Senegalese Qur'aan Reciter, Sh Hady Toure",religious
159,"Pain is something you experience often enough. How it affects you is up to you. Some get really upset, bitter with life. Some take it in their stride; try their best to cope. Some smile & breeze through it. Let your pain have a good purpose. Let it make you better & stronger.",religious
160,"When you see a family member, a friend or someone you know make a mistake, correct him, guide him to do what’s right and pray for him. Do this in a gentle manner. Don’t mock and insult him, making it easier for Satan to mess his mind even more.",religious
161,"We have become experts in diagnosing other people’s problems. We know everything about everyone, mainly because of social media. But we tend to pay little or no attention to ourselves. If we’d only focus on improving ourselves a bit more, the world would be a much better place",religious
162,"Almighty. We ask You to hide our faults. Purify our souls. Strengthen our faith. Forgive our sins. Accept our good deeds. Above all, shower us with Your Mercy. Aameen.",religious
163,"Almighty. Help us to often think of the day when we’ll be returning to You. Take us only when You are totally pleased with us. In the mean time, give us a chance to further prepare whatever we need for that long-awaited meeting with You. Aameen.",religious
164,"Have the courage to walk away from the drama  and people who create it around you. It’s most often about them & not you. Surround yourself with those who support you & believe in you. Focus on the positive. Love those who treat you well, pray for the ones who don't. They need it.",religious
165,"At some stage in your life, people  will behave unjustly towards you. Don’t fret & get all upset. The truth will always out eventually. That should give you much comfort. Know that the Almighty is your best witness in all things. Keep your heart at peace no matter what’s going on",religious
166,Be wary of the jealous heart. It can do untold damage & eventually destroy you. Jealous people often talk bad about you behind your back to ruin your reputation & your relationship with others. May the Almighty protect us from such people & help us purify our hearts.,religious
167,We all want things to fall into place. For life to go the way we want. But life doesn't work that way. Just do your best and trust the Almighty’s Plans.,religious
168,"Restrain your anger because if you let it get out of hand, the consequences will be dire. Cursing, swearing, spewing hate & hurting someone are possible outcomes. Anger can lead to many evils. So exercise self-control & you won’t have to live with regret.",religious
169,"Do you have too many friends? Your inner circle should be those who remind you of the Almighty and who draw you closer towards Him. Remember, it’s not the number of friends but the quality of such people that matters. Be discerning in your choice of friends.",religious
170,"Never forget that if the Almighty wills, He can take you at any time, any place. You could be in the pink of health but if He says you must go, you’ll have to leave this world. So live in a state of preparedness and always be grateful for another day.",religious
171,Listen to this girl!,religious
172,"If you still think money is the route to happiness, you’re wrong. A healthy body, a tranquil soul, a pure heart, a caring spouse & children, a mother’s love are just some of the things that will give meaning to your life. All the wealth in the world can’t buy you any of that.",religious
173,"If you’re going through difficult times, don’t give up. Don’t ever forget all that the Almighty’s done for you, His Promises; the prayers He’s answered. Keep going with a heart full of faith.",religious
174,"The pain you’ve experienced & endured should make you a kinder, softer person and a more compassionate one. You shouldn’t become hard and bitter as a result.",religious
175,"It’s natural to feel broken if you’ve been treated badly or been the subject of rumours etc.  But remember, some things are not within your control. Turn every anxiety, fear and concern into a supplication. Look at it as another reason to submit to the Almighty. Trust Him.",religious
176,"Some will continue to hate you for no apparent reason. Instead of constructive criticism, they’re out to destroy people with their comments. Show them you’re happy with who you are by doing what you do best. Show them that you’re not affected by their immaturity.",religious
177,Episode 21 of the  SeriesReconnecting with RevelationMufti Menk,religious
178,"Stress can affect more than just your physical health. Mentally, it causes you to crumble. You lose hope, faith, trust & peace. Inner peace can only be achieved by remembering the Almighty frequently; asking for His help & forgiveness; not just in times of difficulty.",religious
179,"Strength does not come from winning. Your struggles develop your strengths. The more you’ve gone through hardship and trials, the stronger you become.",religious
180,EXCITING NEWS: Join my team to automate your daily giving in a unique way to causes you choose during Ramadan.  Join  NOW. ,religious
181,"All the prayers you’ve been making, the dreams you’ve been wanting so badly, trust the Almighty because He has it under control. He is going to ensure that things fall into place. He is going to make things happen that you could never have done on your own.",religious
182,One of the biggest flaws in humans is pretending to be blind to their own shortcomings but they’re the first to jump down someone's throat when others make a mistake. Learn to be more self-critical instead of always pointing fingers.,religious
183,Learn to appreciate the good people out there. Those who have remained unfazed by the hardships sent their way. Those who didn’t let pain change the beauty of their hearts. They’re the change this world desperately needs. Thank them for making a difference.,religious
184,"Be careful who you seek advice from because not everyone who acts friendly is a friend. There are people out there who can mislead you, cause mischief and those who may not have the right intention. Ask the Almighty to place someone in your path whom you can trust.",religious
185,Life is never smooth sailing. We all get knocked down at some stage. The biggest test is how quickly we get back up. We must never stay down for long. Seek the Almighty’s help and you’ll stand up again and start moving forward.,religious
186,"Charity begins at home. It’s no point being nice to outsiders when your family becomes your enemy at home. You curse, swear, nitpick over the smallest thing and never have a good word for them. You play mind games. Be careful. The Almighty is aware of all that you do.",religious
187,Learn to let go of things that went wrong or didn’t work out. That’s life in a nutshell. Keep going. You’ll never win this race of life if you keep looking back. The mistakes you’ve made don’t define who you are today. Think positive that things will get better.,religious
188,Learn to say no to people who mess with your head. The ones who keep doing things intentionally to upset you. The ones who always play the victim even though it’s obvious they’re wrong. The ones who expect you to prioritise them but won’t do the same for you. Avoid them.,religious
189,Your heart may have been stabbed by hurtful words from careless people. You're in pain. Comfort and soothe yourself with the Almighty's words. Only He can mend your heart.,religious
190,"Some people make your life so difficult. It’s as if they find joy in doing such things. When you feel you’ve done your best to get along with them but can’t, don’t fret. The Almighty won’t allow such people to break you. Trust Him and He will find a way out for you.",religious
191,"Did you know? Last year, 5,000+ of you took part in My Ramadan Challenge with  giving over $1.8M to verified good causes that you chose around the world. The team is ready again this year! Join  to automate your daily donations.",religious
192,"What the Almighty has done for others, He can do for you. Don’t get upset and envious when He does something for them. You need to understand His Plan. Celebrate the victory of others, be happy for them and He will grant you even more  just because you were patient.",religious
193,"When faced with a problem that’s getting you down, try to see it from a different perspective. What is the Almighty teaching you in all this? What’s the bigger lesson you’re meant to be learning? This will not only strengthen your faith, it will also make you more proactive.",religious
194,"Nowadays, many young people hang on to the belief that if it feels good, do it. This simply means you’re allowing yourself to be controlled by your moods, living life according to your feelings. This can be dangerous.  Learn to live a life of faith.",religious
195,Learn to rejoice and celebrate the victories of others. It will open doors of goodness in your own life in return. Be gracious enough to accord even your enemy their due place. Such positive actions will lift you even during your worst days.,religious
196,Satan will try to trick you into believing that you won’t be happy until you get to where YOU think you should be. Learn to be happy with the here and now. Appreciate what’s in front of you to begin with.,religious
197,"How do we understand the Almighty’s Plan for us in this confusing journey called life? It boils down to our link with Him. If you’re trying to get close to Him, He will show you the way. Bit by bit, it will unfold and become clearer what He has in store for you. Build that link.",religious
198,"Complaining to others and stressing over our problems will not solve them. The Almighty knows the best solutions to our problems. We just need to trust Him, seek His assistance and not anyone else.  Keep asking Him. He will respond.",religious
199,"Focus is crucial in our relationship with the Almighty, especially in this age of distraction. This focus is not only meant for our daily prayers, but should stretch to every aspect of our lives. Living a distracted life leads nowhere as we’ll fall prey to the tricks of Satan.",religious
200,We all sin. Every single one of us. Stop thinking you’re above everyone else. Don’t treat others like they are insignificant. A person who is down today can climb up tomorrow. Only the Almighty knows what the future holds.,religious
201,"Some people will be offended by your success and your rise in status in society. These are the ones who want to control, manipulate and keep you down. They’re unhappy when you do well. Don’t worry about them. They have no power over you. Seek your strength from the Almighty.",religious
202,"The closer you get to the Almighty, the more you’ll understand that every trial you’re going through is to get you on track for what’s to come. It may not be obvious now but the picture will emerge when the last piece of the puzzle fits perfectly. Trust Him.",religious
203,"Whatever happens, even when all your plans fail and all doors seem shut, cry out to the All-Knowing, seek refuge in Him. He'll find a way out for you. Trust Him.",religious
204,Learn to keep your good news to yourself. Thank the Almighty for His Blessings but don’t feel the need to share with all and sundry. Keep the circle small. Not everyone will be happy for you.,religious
205,Treat people with respect and honour. Never mind how they choose to treat you. Don’t stoop to their level. Treat them with love and kindness. Why should you? For a simple reason that what you do will find its way back to you. The Almighty will make sure it does.,religious
206,"We had no say when we came into this world and similarly, we will have no say when we will leave this earth. Yet, we behave as if we know it all. We trudge the earth arrogantly without sparing a thought for others. Stay humble.",religious
207,"Some people can be very difficult to deal with. They will hurt you with their words and actions. It’s easy to just be angry and shut them out of your lives. But at times you can’t. They may be family members. Remember, they are a test from the Almighty. Will you be patient?",religious
208,"We worry because we wonder if we will have what we need, when we need it. But remember that if we expect other people to meet our needs instead of the Almighty, we will end up frustrated and disappointed.  He is the only One who can meet all our needs.",religious
209,"You know you’ll be tested regularly so how do you react to the challenges of life? Get angry, stressed out & sink into depression or respond with beautiful patience; knowing the Almighty will grant you victory when you put full faith in Him and do your best.",religious
210,Episode 10 of the  SeriesReconnecting with RevelationMufti Menk,religious
211,"Don’t wish ill on those who have harmed you. Instead, pray for them to acknowledge their mistakes and be guided. Don’t worry about revenge. The Almighty teaches us lessons we’re meant to learn at the right time. He is always with the one who’s right and fair.",religious
212,"Almighty. We ask You to keep our hearts soft and protect them from hardening. Shower us with Your Mercy, such that when we commit a sin, we feel the guilt that comes with it. Don’t make us among those who sin and yet don’t feel remorseful. Aameen.",religious
213,"Whenever you feel sad, be comforted knowing that nothing lasts. The Almighty will do what's best for you. Be patient. Your reward is Paradise, no less.",religious
214,"When the Almighty blocks it, leave it be.  If you’ve done your part and nothing is happening, move on.  Period.",religious
215,"When you’re hurt and your heart is broken, this could be a means of making you realize who is in control. Whatever your trial, remember the Almighty often. Keep getting closer to Him. Always remember that this world itself is a trial for us. It is not our final destination.",religious
216,"No matter how busy you are, begin each day by spending time with the Almighty. You will be rewarded with more blessings throughout your day. And if you keep being grateful, He will surely grant you more.",religious
217,"Remember, the more you talk about the negative things in your life, the more miserable you become and in fact, you will worsen the situation. Commit yourself to talk of positive things and overlook the negative. Thank the Almighty for having brought you this far.",religious
218,Let’s be honest. This world is full of distractions; too many things vying for our attention. Discipline yourself to focus on what matters. Let go of those things which don’t. Have the “Creator-first” mentality. Don’t just fit Him in. He’s right at the TOP.,religious
219,Episode 4 of the  SeriesReconnecting with RevelationMufti Menk,religious
220,"Beware the online world. When you let yourself go, you run into the danger of slipping too far into it and losing a sense of real life, real self and real priorities. It can distract people so much from reality that they may forget who they really are. It’s happening now.",religious
221,"The truth is you’re going to be slandered from time to time, so don’t allow it to throw you into emotional turmoil when it happens. If you feel the need to defend yourself against a lie, the best approach is to give yourself time to cool off before reacting calmly.",religious
222,"Why do we always feed the need to be nosey? Why do we have to know everything that’s going on in someone else’s life? You’d be surprised with how much positive changes you could make in your life, if you made it a priority to mind your own business.",religious
223,"Almighty. As we enter mid  protect us from being leaking buckets; those who follow up their good deeds with bad ones. May we not be among those who pray, fast & give charity but curse, swear, gossip & backbite without batting an eyelid. Keep us mindful of such behaviour.",religious
224,"Embrace your tests. The Almighty sends them to you for a reason. At your lowest, you’ll learn a lot. Use that to spur you to greater heights.",religious
225,"Sometimes the Almighty makes you fall so you can find your strength after falling. So be prepared for life to push you down. Pick yourself up, learn the lesson and carry on with your journey.",religious
226,Episode 26 of the  SeriesReconnecting with RevelationMufti Menk,religious
227,Never doubt what the Almighty can do. The Lord of the Worlds can change things in the blink of an eye. So don’t stress over your current situation. He can replace what you’ve lost. He can suddenly open doors you never dreamed would open. Your job is to trust Him.,religious
228,"Don't take anything for granted because you never know when you'll have it for the last time. Life is a precious gift, cherish every moment while you can. It’s truly such a blessing to be alive and to be able to impact so many lives. You’ll never know whose life you’re touching.",religious
229,"Every stage of your life is preparing you for the next level. Be content with what you have and thank the Almighty. He has planned it all. So even if you seem to be in a hopeless situation and feel vulnerable, remember it will come to pass and be okay in the end.",religious
230,"Learn to pray for others. Remember, the ripple effect from prayer is simply remarkable. When you pray for others, good things come to you. The Almighty helps those who are busy helping others. So don’t be stingy. Start doing it.",religious
231,"True friends are those who are willing to show up during all of your seasons - the good and bad, happy and sad, celebration and grief. The problem today is we have too many fair-weather friends.",religious
232,"It should never be lip service when you call out to the Almighty. Call out sincerely; with confidence and firm conviction that your call will be answered. Above all, be patient and trust Him.",religious
233,There’s so much hardship and suffering in the world. People are struggling with many issues from the pandemic to joblessness and mental health. Be kind in person and online. Don’t attack and condemn. Use good words and spread positivity.,religious
234,"Almighty. In a world that’s growing more uncertain, grant us firm faith & complete trust in You. We know You’ll protect us, come what may. Guard us from temptation & those who’d try to make us compromise our convictions. Let us not attach our hearts to this temporary world.",religious
235,"Remember to engage your brain before the mouth is in gear. It’s easy to just blurt out what you feel in the heat of the moment. It takes only a few seconds of hurtful words to penetrate deep into a person’s heart and they may take years to heal, if at all.",religious
236,"We’ve all felt like a failure at times. But don’t drown in that feeling. Remember, the battles you’ve won, the setbacks you’ve overcome, the trials you’ve gone through. The Almighty promised that nothing would last. Keep hope alive & carry on. He’s always watching over you.",religious
237,"Keep asking the Almighty to soften our hearts. May we have compassion for those who suffer in unimaginable ways. Learn to pray passionately for them as we do for ourselves and our loved ones. Above all, may our souls remain humble at all times.",religious
238,"Don’t give up now. You’ve come this far. The difficult days will make way for happier days soon enough. Remember, nothing lasts. So when you see a day where you think you can’t possibly get out of bed to face the world, don’t worry or panic. Better and brighter days are ahead.",religious
239,One of the best and bravest decisions you’ll ever make is to finally let go of people who are bad for your spiritual health. Keep your heart and soul attached to the Almighty.,religious
240,"No matter how difficult your life has been all this while, know that the Almighty has things planned for you. With Him on your side, you should move forward with confidence. Your best days are out there waiting for you.",religious
241,"Remember, no one in your life is perfect. Stop expecting them to be perfect. There’s no such thing. Such people don’t exist. You’re setting yourself up for a huge disappointment if you expect perfection. We are all humans & we make mistakes. Accept it & you’ll be a lot happier.",religious
242,Episode 25 of the  SeriesReconnecting with RevelationMufti Menk,religious
243,"There will be temptations in life. But keep your heart firm on what is favoured by the Almighty. Keep yourself away from His displeasure.  He is the Provider. If you remain firm in faith, following His way, He will provide for you from sources you wouldn’t even imagine.",religious
244,"At times we get so caught up with what others expect from us that we neglect our own needs and what we have to work on ourselves. Remember, self-care is important too. Don’t lose perspective.",religious
245,"Do as much good as possible during these days. We have no idea which deed will please The Almighty so much that He will forgive our shortcomings and grant us Mercy. Supplicate a lot today, ask for forgiveness and seek protection from Hellfire.",religious
246,"Don’t make fun of others. The one you’re making fun of could be a much better person than you. You’ll never know. Besides, making fun of someone stems from a heart that is full of bad character. Protect yourself from such acts.",religious
247,"When something is taken away from us or when calamity strikes, the Almighty always gives us the strength to deal with it, otherwise it would never have come to us in the first place. He never burdens a soul with more than it can bear. Have faith and be patient.",religious
248,"Don’t waste your good deeds by showing off or reminding others what you’ve done. Do good  sincerely for the sake of the Almighty ; without being stingy or afraid that it would decrease your wealth. And never look down on any charity, no matter how small it may be.",religious
249,"Recognize when things no longer serve a purpose and begin to harm you. You let it go not because of arrogance or pride but because it doesn't fit into your life anymore. So close the chapter, learn the lessons and shake off the dust. Don’t waste your life. Move on.",religious
250,"As humans, we always want the best ‘view’ when we’re in a beautiful place. That’s what we’ll have in Paradise. Sadly, many of us have become distracted by this temporary world & forgotten our purpose & goals for our Hereafter. Strive to get back on track.",religious
251,"Some get a big thrill from boasting about their achievements or showing off their possessions. They believe that they’re better than others. They may even end up pushing people around. That’s wrong. Remember, whatever you have, someone will have more. That’s life. Stay humble.",religious
252,Episode 15 of the  SeriesReconnecting with RevelationMufti Menk,religious
253,"Almighty. Make this blessed day a day of renewal of our faith in our heart & actions, a day of repentance & day to get closer to You. Forgive our sins, those which we commited knowingly & the ones we commited out of ignorance. May we never lose hope in Your Mercy. Aameen.",religious
254,"It’s easy to be overwhelmed by all that’s going on & get distracted from your main goal. With  almost here, keep reminding yourself of what’s important. Don’t spend time on futile activities that keep you away from worshipping the Almighty. Stay focused. Be consistent.",religious
255,"The Almighty puts different people in our lives for different reasons. No one is there by accident. Learn to identify the people He has placed in your life and be sensitive to the purpose they serve. Some won’t be there forever. There is a time, place and purpose for everything.",religious
256,Such is life. The only way some will talk about you is when they hear of bad news about you. They overlook the good you’ve done and become trigger-happy spreading whatever they hear without verifying anything. Let them do what they will. The Almighty knows.,religious
257,"It’s wrong to say things which hurt others. People do this for many different reasons. Some may feel powerful when they say words that hurt you. Some may be relieving their own internal pain by saying hurtful things. Whichever the case, it’s wrong. Stay away from it.",religious
258,"Don’t waste your valuable time with people who have nothing but negativity in them. They criticise everything and everyone in the most damaging ways. Unless you know you can help them, choose to stay away from such toxic people. Do it for your well-being.",religious
259,"Pilgrims praying in Makkah, Saudi Arabia.",religious
260,"You think you have it tougher than others. Stand your ground. Hold on to your faith, your integrity. Don’t let anyone sidetrack you. The Almighty never promised you an easy journey. Tough times will reveal your true character. Seek His help. Be strong. Don’t quit.",religious
261,Almighty. Grant ease to those who are stressed out by the demands of this world as life is always throwing up new challenges and difficulties. Relieve them from the weight of their worries and stress. Let peace dwell in their hearts and minds. Aameen.,religious
262,"Things will turn out the way the Almighty wants them to; not the way you always think they should. Trust Him without a doubt. Satan will always mess with your mind, he never takes a vacation. So stay vigilant and stay connected always to the One who made you.",religious
263,"When we judge by our own standards of appearance, we fail to acknowledge the Almighty’s focus on the state of our hearts. The trouble is today, many think physical appearance is the most important because that is what man sees. Don’t fall into this trap.",religious
264,Your value is not related to how much you have amassed. Never judge your self-worth by your net worth. You came into this world with nothing & you’re not taking anything material out of it. Life’s not about the wealth you’ve acquired. It’s about the bonds you’ve forged.,religious
265,"You don’t need people’s approval to be happy. Read that again. If they have issues with you, it’s not about you, it’s about their insecurities. You don’t have to prove anything to anyone. Let it go or you’ll end up frustrated. Get your approval from the Almighty.",religious
266,Almighty. Grant ease to everyone going through trials. May they face this new day with hope in their hearts. May You lighten the heavy burden each one is shouldering right now. Help them to remember that this too shall pass & that nothing lasts.,religious
267,"If you think it’s one hardship after another and you feel like caving in, think again. The Almighty knows you can handle it. He knows you’re strong. He wants you to remember that difficult battles are only given to strong soldiers.",religious
268,"If your first reaction to seeing an act of goodness is to try and find a fault in it, you should examine the state of your heart.",religious
269,"Do you know what inner strength is? It’s hanging on to hope and trust in the Almighty that despite the hardship and storm you’re facing right now, you’ll be fine in the end. Because He has promised us that nothing lasts; so lighten your heart.",religious
270,"The Almighty has worked it out for you. He has a specific purpose for your life and yours alone. You need to trust Him fully. Not half-heartedly. You will be tested and tried but if you bear patience, the end result will only bring you great success.",religious
271,We are all facing the storms of life but we are not all in the same boat. Some have fancy yachts and vessels. Others are rowing in canoes. Some can’t keep afloat and are drowning. Be kind to those who cross your path. You’ve no idea what they’re going through.,religious
272,We are busy planning our future so far ahead that we often forget it has already been planned for us by the Almighty. So do your best no matter what situation you’re in. But don’t be disheartened by what’s going on because the Almighty is the Best of Planners.,religious
273,Episode 3 of the  SeriesReconnecting with RevelationMufti Menk,religious
274,"There are people around you who need what you have. Use whatever the Almighty has bestowed on you to help others as much as you can. It need not be material. Time, energy, words of motivation, a listening ear, a helping hand can go a long way towards brightening someone’s day.",religious
275,Never doubt that the Almighty always has a plan for your life. Learn to trust Him not only when you understand the process but even when you don't. Because you know that He wants only what’s best for you.,religious
276,"Even in your darkest moments, remember, nights don’t last forever. Morning will come. Keep believing. Keep trusting. The Almighty is your Eternal Refuge, not just in troubled times but for all time.",religious
277," is a month where hearts are softened, a month of rewards and a month where good deeds are multiplied. It’s also a month of remorse and regret. So seek the Almighty in this month of Mercy.",religious
278,Don't think the Almighty doesn't know you're struggling to remain on the straight path. He sees your effort. He rewards your effort. He is with you every step of the way.,religious
279,"Life is short. So don’t waste your energies on things & people who don't contribute to your growth & are busy with negativity. Wake daily recharged, eager to put to good use the blessings the Almighty has sent your way. Not everyone has this opportunity. Be grateful.",religious
280,"Whatever pain you’re experiencing today will hold you in good stead tomorrow. The more you suffer today, the stronger you become. This life is not a rosy bed. Tomorrow's success is based on today's discomfort. Patience, a strong willpower & the right attitude will see you through",religious
281,Tens of thousands turnout for the Eid Prayer.,religious
282,"Quit worrying about the problematic people in your life. The troublesome ones, the petty ones who are trying to hold you back & create unease. Let the Almighty take care of them. He knows how to move the wrong people out of your life and bring the right ones in. Trust Him.",religious
283,My heart goes out to the people of Pakistan as they are facing and suffering from the worst floods in years. May the Almighty grant them ease and keep them safe from all harm.  Aameen. ,religious
284,"As you mature, you’ll realize that many things in life don’t require your comment. So learn to hold your tongue and  think before you speak.",religious
285,This is truly amazing,religious
286,"This is your real test: when things are not going your way not just when things are smooth sailing, not just when the Almighty’s meeting your needs. Do you trust Him when you can’t figure out what’s going on? Do you take it in your stride, bear patience & trust His Plan?",religious
287,"If you ask for the Almighty’s help, rest assured it will always come but more often, not how you expect. But the way it comes is exactly what you needHe knows that. Only He knows you better than you know yourself. Bear patience and wait for the best outcome.",religious
288,"Your calm life can turn topsy turvy overnight; shaking you to the core. This curve ball can throw you off and disrupt your life completely. But if you lay your trust in the Almighty, you'll get over the worry and sadness.",religious
289,"This life isn’t easy. There are many pitfalls along the way. But no matter how many times you fall, you can count on the Almighty to get you back up, if you turn to Him. He’s only a call away; waiting to hear from you.",religious
290,"Once you’ve done your best, leave it to the Almighty. Relax and don’t worry. Trust Him. He has your back. He’s in control. Not you.",religious
291,"In any hardship, don't feel depressed. Ask the Almighty for strength to endure; for at the end of the dark tunnel of despair is HIs reward waiting for you.",religious
292,The Almighty never told us that this life would be all sunshine and rainbows. We’re here to be tested. The world will bring you down to your knees often. It will keep you there if you allow it. Don’t. Get right up. Keep going the way He has prescribed. Remain steadfast.,religious
293,"Focus on the right things. Things that matter. Not on other people's lives, their drama, problems & behaviour.All that isn’t your business. You need to fix what needs fixing in your life. Don’t be distracted. Don’t compare your life to others. Circumstances are never the same.",religious
294,"Don’t worry about how people act. That’s on them not you. Always choose kindness, that’s under your control. Spread it far and wide, whichever way you can, even if it means giving a smile or a word of encouragement. Never underestimate how contagious being kind can be.",religious
295,Almighty. We ask You to forgive all our sins. You know how much we have transgressed & how many sins we have committed. Do not take us to account for our lack of attention. Do not punish us for messing up repeatedly. Continue to be patient with us! Aameen ,religious
296,Almighty. We ask You to make us better people today than we were yesterday. Help us win the fight between desire and discipline so we may get closer to You. Help us grow into positive and grateful people. Aameen.,religious
297,"Stop evaluating and judging others. Life’s too short for that. The unhappy people will constantly put you down. Let them do what they will. Keep busy with self-reflecting, and doing all you can to be a better person.",religious
298,"Almighty. We thank You for giving us the strength when we felt like giving up. We’ve learnt not to panic  because we know You’re with us. Keep our hearts firm in faith, come what may. We trust in the plans You  have for us... for a bright future. Aameen.",religious
299,"Every stage of life you’re at, is preparing you for the next level. Be content with what is and what’s to come. The Almighty has planned it all. So even if you seem to be in a hopeless situation and feel vulnerable, remember it will come to pass and be okay in the end.",religious
300,"Almighty. Give us the strength to face these most blessed nights of . We ask You to accept all our prayers, fasts, charity & good deeds, done solely for Your Sake. May we end this blessed month on a high note.",religious
301,"Remember, the Lord of the Worlds has a way of making miracles out of mistakes. He will make you emerge from it even stronger than before.",religious
302,We worry about things and look to other people for answers. There’s a better way to do this. Strengthen your link with the Almighty. He will prepare you for what’s to come and guide you along.,religious
303,Think before you respond. Beware knee-jerk reactions where you react to something without thinking of the possible outcome. It often leads to regret. Don’t fall into this trap.,religious
304,"Take your repentance seriously. The one who’s truly remorseful is the one who is regretful of his past sins. He has a fear of falling into them again. More importantly, he stays away from bad company and those who are likely to encourage him to sin again.",religious
305,Don't try to win the approval of people. You'll never succeed. That's why pleasing people should never be your priority or goal. Please your Creator.,religious
306,"This world is such that it will break your heart. Without a doubt. In fact, it will even crush it if you allow it. Remember, the Almighty will never leave you in that state. He will fix it. Turn to Him, the Owner of hearts, sincerely and let Him heal you as only He knows how.",religious
307,"When you start your day by making time for the Almighty and spending time with Him, you’ve nothing to fear. Rest assured that He will guide your steps in the path of blessing and victory each and every day.",religious
308,"Almighty. Hear our humble, heartfelt prayers - for a world that’s fast falling apart, for people who are broken and injured, for hearts that have been shattered, for those who no longer have a home & who've lost loved ones. We pray for ease and comfort. Aameen.",religious
309,Are you on the verge of giving up? Do you sometimes feel like things have become too difficult and there’s nothing good left for your future. That’s what Satan wants you to believe. Don’t fall for it. The Almighty says never lose hope in His Mercy.,religious
310,"Do you know what being truly brave means? It’s hanging on to hope and trust in the Almighty that despite the hardship and storm you’re facing right now, your life would be beautiful again. Because He has promised us that nothing lasts; so lighten your heart.",religious
311,"Stop reacting to all that's said to you. Take it in and reason it out to see if it needs a response. If it does, respond kindly. If not, let it go and move on. You'll save yourself a lot of trouble.",religious
312,"There’s no end to what we want; better car, a bigger house, a better job, more money. The list is endless. Stop for a moment & think. Will they really make us happy? Ask the Almighty for what’s best. Trust Him to give you what you need most.",religious
313,"The more successful you are, the more likely people will plot and plan against you. Do your best to protect yourself against them but remember, there’s no power higher than the Almighty. If you have His protection, no one can harm you. Trust only Him.",religious
314,"Failures, regrets, mistakes are all part of life. Do yourself a favour and don’t dwell on them. Learn the lessons they’re meant to teach you and move on. Life’s too short to be crying over what didn’t work out. The Almighty’s giving you another opportunity. Don’t waste it.",religious
315,Don’t take your sins lightly. You may think you’ve done nothing wrong but you forgot how you shouted at the housekeeper when you lost your temper;  the person you pushed aside so you got ahead of the queue. May the Almighty help us to constantly reflect on our shortcomings.,religious
316,"Being happy & being content are two different things. Happiness is fleeting, it comes & goes, comes mainly from the outside. Contentment comes from a deeper place. You’re at peace with what the Almighty has bestowed on you, no matter what your circumstances. You trust Him fully",religious
317,"You cannot control other people. Period. You can’t force them to do what they don’t want to do. The only person you can control is you.  So don’t let their behaviour & what they do upset you. Your worrying, obsessing, venting etc, has zero impact on them. It only hurts you.",religious
318,"Stop stressing when others give up on you, walk out on you and turn their backs on you. It’s not the end of the world. The Almighty will see to it that you weather the storms in life, if you bear beautiful patience and trust Him. Don’t hesitate.",religious
319,Slow down when you’re angry. Slow down when you’re hurt. These are times when you’re most likely to say mean and hurtful things if you let your emotions get the better of you. So save yourself a lot of pain and heartache with this simple rule.,religious
320,Choose kindness above all else. Kind people use positivity as a beacon to create more light. That’s because they’ve seen what negativity can do. They make time for others in a world that doesn’t wait for anyone. It takes strength to shake off all the bad and move ahead.,religious
321,"Learn to mange your time wisely & get closer to the Almighty. When you get up to pray in the middle of the night while everyone is sleeping, you’re telling the Almighty that He matters. Remember, ultimately we will all return to Him so build your Hereafter.",religious
322,"People will cause you pain, hurt you, put you down, make you feel bad about yourself. It’s how you react that will determine the outcome. Remember, they are powerless until you choose to empower them. Don’t give them the ammunition they need.",religious
323,"Some people love to make fun of others & humiliate them in public. They lack social manners & some are plain downright rude. They are perhaps, unaware that no one has the right to humiliate or hurt another. Besides, the one humiliated may be closer to the Almighty. Be mindful.",religious
