,Tweets,label
829,"By launching a campaign against our armed forces & its leadership, Imran Niazi wants to coerce them into supporting his lust for power. Let me make it clear: his design to weaken the prestigious institution will never materalise. After audio leaks, his desperation has increased.",political
830,"Building on the pro-youth work we did in Punjab, the government launched various initiatives yesterday that aim to empower & facilitate our youth to become entrepreneurs. This is merely a beginning. A lot more will be rolled out in the weeks and months to come.",political
831,Using her position to ask for condemnation! Point is if she uses filthy language then she will get response in kind. The two Fitni Maryams have gone too far backed by their apologists & State trolls.,political
832,"''And when they are told, ""Do not spread corruption on earth,"" they answer, ""We are but improving things!"" Indeed, it is they who are the corruptors, but they fail to perceive it."" Quran [2:11]",religious
833,"Pakistan will not only uproot terrorism, but will kill the terrorists by bringing them to justice. In the last two decades, this nation fought terrorism with its own blood, this great nation is determined to end this evil forever even in this time of trial. 2/2",political
834,"I am leaving for Türkiye with a message of unwavering solidarity and support for our Turkish brothers and sisters from the people and government of Pakistan. True to the spirit of one nation living in two states, we consider their loss as ours.",political
835,"There is no example of government oppression, Azhar Mashwani was taken from Lahore in broad daylight and till now there is no trace of him.  ",political
836,"Despite draconian crackdown on ⁦⁩ workers, attempts to ban the party, hundreds of cases against leadership and imposed ban on PTI coverage, containers installed in Lahore, internet service being shut down in many areas, this is how  balsa looked tonight.",political
837,"Tomorrow, Saturday, after the Taraweeh prayer, Pakistan will make history once again, God willing. ",political
838,"If there is still any ambiguity in anyone's mind as to who was responsible for the murderous attack on me, let them see the status of the JIT report submitted to the Anti-Terrorism Court. Attempts are being made to distort the JIT investigation and findings by deliberately altering the contents of this report.",political
839,Felicitations to President  on re-election as President of the French Republic. I look forward to working together in building a stronger multifaceted Pakistan-France relationship.,political
840,Here’s the order of the 9-member bench where it referred the matter to CJ SCP for reconstitution of the bench.A 5-member bench was then formed as per the CJ’s constitutional right.This 5-member bench then gave a verdict with 3-2 majority. ,political
841,What a game of football it was! Saudi Arabia made history today by staging the biggest upset in FIFA World Cup thriller against Argentina. Heartiest congratulations to HRH Crown Prince Mohammed Bin Salman. We share the happiness of our Saudi brothers & sisters on this great win.,political
842,Beauty is not what you think it is. It certainly isn't what people see when they look at you. It's when they find out what lies beneath. Work hard at being beautiful on the inside.,religious
843,"I strongly condemn the brutal and illegal abduction of Shahbaz Gul's deputy Izhar's wife, who is now imprisoned in the women's police station, after Imad Yusuf was picked up late at night. I would like to ask our legal community whether the fundamental rights are no more. Suffering a terrible fate in Punjab",political
844,I am deeply saddened and saddened by the martyrdom of three security personnel guarding the polio team in Tank. May Allah give patience to the bereaved of the martyrs. I have directed the Home Minister to conduct a complete investigation into the incident and submit the report in the next cabinet meeting.,political
845,"Can you spot Mufti Menk in a crowd?This is Makkah. No discrimination. No matter who you are or what you have, two pieces of white cloth. Everyone is equal.",religious
846,"Ya Allah, help me become a better Muslim.",religious
847,"In an interactive session with students of Harvard Business School today, my core argument was that the state of economy is directly linked to political stability. My economic action plan has 3 prongs: revitalization of agriculture, promotion of IT & making economy export-driven.",political
848,Their desperation led to their blacking out our Telethon for flood relief. Today they raided Senator Saif Nyazee's home & took away his cell & computer. Imported govt & handlers are pushing us to the wall. I am warning them there will be consequences they will have to face.,political
849,False statements should be obtained against them in the same way as they are doing against social media workers. All this is completely unacceptable. We will take all possible legal and political measures not only against the violence on Shahbazgil but also to remedy every extra-constitutional and legal action taken against us.,political
850,"First, given magnitude of challenge, we should forge unity. It is time we put welfare of flood victims at center of our priorities & left politics for another day. Two, I reiterated all local & international donations & assistance will be audited by AGP & international aduit firm",political
851,"Once you’ve built a good relationship with the Almighty, you’ll always be filled with hope and confidence. You’ll  always have good thoughts about Him. You’ll begin to realize that He is greater than any situation you will ever encounter.",religious
852,I visited the flood-hit areas of Balochistan today to oversee the ongoing relief work & express solidarity with the affected people. The federal government is working with the provincial government to provide immediate relief to the people. The work will be further accelerated.,political
853,"Remembering Col. (r ) Shuja Khanzada Shaheed on his 7th death anniversary. He was a great friend, a loyal & committed party leader & above all a noble soul. Despite threats to his life, he did not shy away from leading the fight against terrorism as Punjab Home Minister.",political
854,"Poet Mashrikh pays homage to Allama Muhammad Iqbal. He is not only a great philosopher, thinker and writer but also a reciter and interpreter of Quran. His speech was the source of mental and emotional revolution and even today it is reaching the whole world out of the confinement of time and borders. Iqbal's message is to be fulfilled by following Iqbal's thoughts.",political
855,Help us provide food to help those who are struggling and are in desperate need to feed their families.Donate Today: ,religious
856,Do you want to defeat this spirit?Salutations to the parents of these children who crossed the tyranny of this fascist regime and all the obstacles to reach their beloved in the  with their bare hearts.,political
857,"wealth, its only a matter of time before  we go the way of Sri Lanka & into total economic and political freefall. ",political
858,All those who support democracy & the right to freedom of expression as enshrined in our Constitution must come out & protest against arrest of  & ongoing violence & targeting of journalists incl  & many others just to instil fear & silence critical voices.,political
859,"I remember in my difficult times when very few would listen or stand by me,  spoke up for me & exposed the mafia's unaccounted foreign funds under the guise of activism to launch a campaign against me. I urge authorities to be kind (specially in the month of Ramadan) &… Show more",political
860,"There's no life without trials and no success without patience. So the harder your test, the more hopeful you should be that Allah's help is near.",religious
861,"Society may not tolerate second chances. It can be unforgiving when you make mistakes. But the Almighty is ever ready to give you a fresh start when you turn back to Him. Whatever you need He has for you: healing, forgiveness and peace. Seek Him for a new beginning.",religious
862,What a powerful speech by IK at Minar e Pakistan! 1) he has lifted the Nation once again 2) stripped the establishment naked by showing the video evidence 3) demonstrated that Pakistan has changed; the roars of the passionate crowd gives goosebumps,political
863,The law of the jungle now prevails where might is right & the Constitution & law of the land have been totally subjugated by the Pharaohs of today.,political
864,"Under the leadership of Tehreek-e-Insaf leaders of Khyber Pakhtunkhwa, people came out in large numbers today for Jail Bharu Tehreek. I congratulate the parliamentarians of Tehreek-e-Insaaf Khyber Pakhtunkhwa for providing strong leadership (to these people) and my workers for showing extraordinary passion and determination.",political
865,"I attribute this song to Shaheed Ali Bilal, fondly known as Zal Shah. He loved his country in a special way. His agonizing death due to torture during custody shows the lows to which our corrupt, ruthless and oppressive ruling elite has descended.",political
866,"Azhar Mashwani is a  young voice of millions . Harming him will be counter productive &will set another example of terror by handlers who will be defeated by law, ethics, decency &Constitution . Therefore keeping him illegal will bring another charge sheet ",political
867,We have allocated billions of rupees for targeted subsidies. This amount is in addition to Rs. 344 billion allocated for BISP. Only deserving people to get the subsidy.,political
868,"As the countdown continues we have approximately 45 DAYS UNTIL RAMADAN, the month of fasting and forgiveness! Help us feed a fasting muslim during Ramadan. Make a donation TODAY: ",religious
869,"When the ppl rise no roadblock or any impediment by the State can stop them. People came from all over Lahore despite blockades (see map) to attend PTI jalsa at Minar-i-Pakistan. Amazing crowd, intense passion & resolute commitment. This was more than a jalsa, it was a referendum",political
870,Dünyanın dört bir yanında yaşayan Müslümanlara ve Pakistanlılara mutlu ve bereketli bayramlar dilerim. Bu vesileyle Müslüman liderlerin de bayramını en içten dileklerimle kutlar ve Pakistan’ın ilişkilerini daha da güçlendirme kararlılığında olduğumuzu bir kez daha teyit ederim.,political
871,"Almighty. Grant us renewed strength for we can’t carry on alone. Our souls are tired, sapped by the worldly goings-on. Grant us the courage, wisdom and peace of mind to accept that which cannot be changed. We know You have a plan for us and it’s a beautiful one. Aameen.",religious
872,Morocco  - what a finish !!!,political
873,"Life’s about sacrifice. It’s about making choices. You can’t have it all. But when you know you’re doing it for the sake of your Creator, it becomes more meaningful. Surely His rewards are the best rewards.",religious
874,"Stop reacting to all that's said to you. Take it in and reason it out to see if it needs a response. If it does, respond kindly. If not, let it go and move on. You'll save yourself a lot of trouble.",religious
875,At a time of rising inflation & unemployment this Imported Govt showed its callousness again by demolishing street vendor carts in Islamabad's I 10 sector provided by our Govt under Ehsaas Rehriban prog. Condemnable inhumane act deliberately targeting the poor & vulnerable.,political
876,Don't be afraid of doing something because of what people are going to say about you. People will judge you no matter what. That’s just the way life is. Keep doing your thing and ignore the voices of dissent. You only have to please the Almighty and no one else.,religious
877,For overseas Pakistanis' facilitation this is the helpline:,political
878,Almighty. Keep us away from sin. Help those who have fallen into such conditions & gone off track to get back to You. Soften their hearts so they may connect with You again through prayer. Constantly remind us that we’re dependent on You & not ourselves.,religious
879,"In addition, the three Barrages that are part of RUDA shall conserve water thereby recharging our depleting groundwater.   ",political
880,Erase the past with repentance & build your future with good deeds.,religious
881, Day 5,religious
882,People will sacrifice sleep to be successful in this world but people won't sacrifice sleep to be successful in the next world. ,religious
883,And I have never lost sight of goodness from youAnd I did not give birth to a beautiful womanCreation free from all defectsYou have created as you wish Happy Eid Milad-ul-Nabi to all of you!,political
884,I extend my heartiest congratulations to H.E. President Qasym-Jamort Toqayev  on his victory in Kazakhstan's presidential elections. Both Pakistan & Kazakhstan have excellent brotherly relations & I look forward to working with the President to further deepen them.,political
885,I also attribute this to my Zal Shah (Ali Bilal Shaheed) that today we are paying tribute to him and protesting against his brutal murder in the hands of a gang of criminals and against this psychotic patient who indulges in torture and murder during detention.,political
886,"On the one hand, the import government is asking us not to politicize the cause of floods, while on the other hand, it is accelerating the process of harassing us + filing false cases against us, targeting journalists who present our position and blocking TV channels and YouTube etc. to stop the broadcasting of my speeches.",political
887,Another heinous tactic by the ineligible & fascist government in . activists of 's political party PTI are being abducted & tortured by thugs in police uniforms.    ,political
888,"Don’t try and fit in your five daily appointments with the Almighty only when you have the time. Chances are you’ll be busy and you’ll forget. Set aside time for Him daily. It’s an appointment you have to keep, no matter what’s going on in your life. Don’t break it.",religious
889,"After the reports regarding the latest local body elections in Sindh, it has become clear that PPP is definitely not the only one in free and transparent elections, but it uses power, blackmailing, police and money (relentlessly) to get votes. Now it has also been proved that ECP, criminals. The (ruling) group and their",political
890,His justifiable anger & frustration at the injustice meted out to him especially the doors of SC remaining closed to him despite over a fortnight of appeals by Senators in support of him. So he tweets & is arrested again. Everyone must raise their voice against this state fascism,political
891,"When your heart is hurting, you think you’ve reached the end of the road and you feel empty; be careful what you fill it with! Satan is an opportunist. He will unleash many evil thoughts; strive to block him out. Turn to the Almighty. Seek His help. Only He can heal you.",religious
892,"My heart goes out to Turkey on the massive earthquake that just happened. Shockwaves felt by Syria, Lebanon, Palestine as well. May the Almighty grant them ease and comfort those who’ve lost loved ones. ",religious
893,"On International Day to Combat Islamophobia, Pakistan joins the world community in seeking an end to all forms of hatred, profiling & discrimination against Muslims on the basis of faith. Islam, like other religions, stands all for tolerance, respect, peace & human development.",political
894,"Oh, Allah! we ask You to grant tranquillity in our hearts and in the hearts of those we are unable to help and who are suffering silently.",religious
895,PTI's disgusting smear campaign against Chief of the Army Staff General Asim Munir at the behest of Imran Niazi is deserving of the strongest condemnation. 1/2,political
896,"People are coming out for our march in unprecedented numbers with extraordinary political consciousness, amazing spirit. With the clear message of the nation that it will never accept any individual/institution above the law, will change forever. This was the goal for which I founded Tehreek-e-Insaaf 26 years ago.",political
897,"Hammad Azhar (  ) participated in a panel discussion led by Owen Bennet Jones: “political /economic crises in Pak has been self-inflicted by the current regime. Its unnecessary & avoidable, provided we stick to the constitution & implement  Show more",political
898,"Foreign investment is critical to our efforts to stabilize the economy. In my meeting with leading Turkish investors today, I invited them to invest in the energy & infrastructure sectors. My government will be there to facilitate them proactively.",political
899,Forgive everyone and start Ramadan with a pure heart.,religious
900,Episode 18 of the  SeriesReconnecting with RevelationMufti Menk,religious
901,"As humanity navigates multiple challenges & seeks to break the logjam it finds itself in, it must seek guidance from exemplary character of Imam Hussain (ra) & his companions. The virtues of patience, loyalty, unity & tolerance can defeat the forces of division, chaos & anarchy.",political
902,"Surely those who say, “Our Lord is Allah,” and then remain steadfast, the angels descend upon them, ˹saying,˺ “Do not fear, nor grieve. Rather, rejoice in the good news of Paradise, which you have been promised.- Surah 41. Ha-Mim, Ayah 30",religious
903,"Pakistan Tehreek-e-Insaf Vice Chairman Makhdoom Shah Mehmood Qureshi, Secretary General PTI Asad Umar and former MNA Makhdoomzada Zain Qureshi met with the ambassadors of European Union countries at the residence of the Austrian Ambassador in Islamabad.During the meeting, on the current economic and political situation of Pakistan... Show more",political
904,Ma shaa Allah! This is sooo cute Allahumma baarik ,religious
905,"Heartiest felicitations to Rt Hon’ble Pushpa Kamal Dahal Prachanda on becoming Prime Minister of Nepal. As regional partners, Pakistan & Nepal enjoy cordial relations. I look forward to working with him to further strengthen our bilateral ties & regional cooperation. ",political
906,Work is progressing on Ravi city. With $40 bn investment portfolio it will accommodate 15 mn ppl & will be Pak's first green & smart city. Vertical riverfront development provides range of opportunities for int & national investors. Ravi City will have world's largest waterfront,political
907,"Your struggles always lead to strength. Without a doubt. Every difficulty in your life, whether big or small, is something that the Almighty will use to produce more strength, faith and perseverance in you if you let Him. All the pain that you endured has a purpose.",religious
908,"SC 5-mbr bench orders elections in Punjab & KP in 90 days, asking President to announce date which he does - 30 April. With hardly 55 days left, PTI kicks off election rally in Lahore. Under what law, & in brazen contempt of SC, Punjab Caretaker govt uses massive police violence",political
909,"On World Environment Day today, the theme of  is a clarion call for a united global action to address multifaceted challenge of climate change. It is critical that developing countries are provided with climate financing to fight environmental hazards.",political
910,"Ya Allah, bestow on us Your mercy and help us to make what seems impossible, possible. Ameen",religious
911,"After the release of the activists arrested after the Zaman Park attack, Zaman Park arrived; Imran Khan himself welcomed his heroes, interacted with them in detail.",political
912,"Deeply indebted to His Highness the Aga Khan for contribution of $10 million for the flood victims in Pakistan. In a telephonic chat with Prince Rahim Aga Khan today, I requested His Highness to play his role in raising awareness about flood situation in international community.",political
913,"As for those who believe and do good, We will certainly absolve them of their sins, and reward them according to the best of what they used to do.- Surah 29. Al-Ankabut, Ayah 7.",religious
914,A great step by the Pakistan Tehreek-e-Insaf government in Khyber Pakhtunkhwa!,political
915,Think good thoughts. Keep doing good. But this may be difficult for many today who have a holier-than-thou attitude & are constantly judging others. Don’t forget that the person you looked down on may be the one who gets to Paradise before you because of a sincere heart.,religious
916,Imran Khan has become the antithesis of Pakistanis. ,political
917,"Almighty. We pray for the sick, the injured, the broken, the downtrodden and the hopeless. We ask You to restore their well-being, comfort them, soothe their pain, ease their burden and their worry. Aameen.",religious
918,Wishing all our Christian citizens a very happy Chrstmas.,political
919,I am leaving for Saudi Arabia today on the invitation of HRH Crown Prince Mohammed Bin Salman to attend the Future Investment Initiative Summit. The present state of the global economy needs new thinking & bold vision to overcome the irritants & forge new paths. /1 ,political
920,"Don’t let your grief consume you to such an extent that you forget who’s in control. Try to step away from your broken state, even if just for a moment. You’ll see things clearer and realise that you own nothing. Nothing at all. Everything is on loan from the Almighty.",religious
921,"For all those who are spreading rumors of my meeting in Lahore, the reason for our return was that Lahore was close + we had already decided not to travel at night. My only demand for the last 6 months has been the date for the immediate holding of fair and transparent elections. This will be it",political
922,"Children recite from the Qurʾān as Qatar inaugurated the Al Thumama Stadium in Doha, which was built for the FIFA World Cup, last year.",religious
923,"Allah will never disappoint the sincere caller. Even when you think He hasn't answered you, He plans in your favor.",religious
924,"Lahoreis, if you all come out today, this system of oppression will die today, taking its last breath",political
925,May Allah continue to respond to your Dua.,religious
926,Maybe you like former Pakistani PM Imran Khan or maybe you don't.  But the resolve and courage he displays in the face of such gangsters and thugs in power is refreshing to see.,political
927,There's no need to envy anyone. Each one of us has something unique. Allah made us that way. Develop what you have and be the best!,religious
928,Government has reduced tax on import and distribution of solar panels to ZERO.,political
929,"Everything is the way it is for a reason. You’ve got to believe it. You’ve got to trust the Almighty’s plan for you. Whatever’s going on in your life, the journey continues. Nothing comes to a standstill. Have faith that it will all work out in the end.",religious
930,"I strongly condemn the assassination of Justice M. Noor Meskanzai, former Chief Justice of Balochistan High Court & Federal Shariat Court in Kharan. Balochistan govt should use all resources to arrest killers & bring them to justice. I send my condolences to the bereaved family.",political
931,I pray Ramadan heals all of us and brings us closer to Allah. Aameen,religious
932,"Despite Zaman Park being sealed, people of Lahore are already out in huge numbers . However, I cannot allow any injuries to my workers, the general public or my police just so these fascists can register more FIRs against us and find a pretext to run away from elections.",political
933,"The structure of Shaukat Khanum Memorial Cancer Hospital and Research Center Karachi has been completed. This cancer hospital, which is twice the size of the hospital in Lahore, will be the largest tertiary care center in Pakistan. December 2023",political
934,PTI Chairman  inside Lahore High Court :,political
935,"Chairman Imran Khan’s focal person for monitoring organisational activities, Shahid Hussain has just been abducted from liberty, Lahore. Imported govt going any length to escape from public and elections ",political
936,"Foolish is the one who chases fame. It's greed for attention. It won’t last. If addicted to it, you feel you’re always on display, you have to act differently to different people and can't be 'real'. You crave publicity and want your experiences to be recognized by all.",religious
937,Imran Niazi’s despicable utterances to malign institutions are touching new levels every day. He is now indulging in direct mud-slinging & poisonous allegations against Armed Forces & its leadership. His nefarious agenda is clearly to disrupt & undermine Pakistan.,political
938,"I wish to thank HRH Crown Prince Mohammed bin Salman for the warm welcome & gracious hospitality during my visit. Pakistan & Saudi Arabia have entered into a new era of deeper engagement & cooperation. Eid Mubarak to His Majesty King Salman, HRH the Crown Prince & people of ",political
939,People participate fully in polling for by-elections in 8 constituencies of National Assembly and 3 constituencies of Punjab Assembly. This is a constitutional and legal process and only the people have the right to choose who they want. Voters should make a thoughtful decision because the development and prosperity of you and your country depends on it.,political
940,My party was founded on the principle of rule of law and we will stick to this commitment with full determination!,political
941,I strongly condemn today's suicide terrorist attack in Islamabad and salute the brave police officer who was martyred while saving lives and preventing major destruction. is a reflection of,political
942,"Someone hired social media teams, someone blocked Lahore perimeters & arrested PTI workers, someone shared pics with ""touts"" via WhatsApp for the ""F for"" narrative, someone became a HT trender, but all failed miserably as only F For Full House trended along with top 5 PTI trends!",political
943,How beautiful is the islam in which you can make Du'a for someone without them knowing and in return the angels make Du'aa for you.,religious
944,It brings us great joy to be able to help the elders of our community. These are people who have grown old in worship; what an honour it is to serve them!,religious
945,People's passion for an independent sovereign Pakistan & rejection of Imported govt so evident.,political
946,Our government stands firmly behind Roshan Digital Account scheme. Happy that yesterday State Bank received $57 million the largest inflow in a day ever. We have now crossed $4.5 billion in total deposits. I thank overseas Pakistanis for reposing their trust in the motherland.,political
947,Allah knows what He’s doing. Don’t ever doubt that. He has your best interest at heart. It’s part of His plan. Trust Him fully.,religious
948,"Saddened by the tragic loss of precious lives in an earthquake that struck Java region of Indonesia. We, in Pakistan, offer our heartfelt condolences and most sincere sympathies to H.E. President Joko Widodo, the bereaved families and the brotherly people of Indonesia.",political
949,"Thread by  covering the list of Twitter accounts relevant for Human Rights violations. It includes HR Organizations, HR Activists, Media Outlets and Public Reps who have recently condemned HR violations in Pakistan!  ",political
950,Pakistan's economic security is deeply linked to its political stability. Time has come for political forces & all stakeholders to rise above their narrow interests & agree on Charter of Economy. Let this Charter b a sacred trust adhered to by all to ensure continuity of policies,political
951,Almighty. We pray for those who are suffering and broken. Those who are trying to shake off their past mistakes and have a better life. Those who cry alone at night while the world sleeps. Grant them peace and healing. Aameen.,religious
952,"Allah is never late, we’re just impatient.",religious
953,Grieved to learn about the loss of precious human lives in Bangladesh and India due to floods. My thoughts and prayers are with the affected families.,political
954,in Barkhan*,political
955,"Visited the British High Commission yesterday to offer my condolences on the passing of Her Majesty the Queen. I wrote in condolatory book that the Queen represented continuity, stability & predictability in the face of monumental changes for the UK and Commonwealth nations.",political
956,"They will create an atmosphere of fear and terrorize us and make us fall. You are on a grave mistake. People are more than ever determined and ready to stand against this fascism and I and my party are more than ever determined and ready to fight these fascist forces firmly for democracy, rule of law and justice for our people.",political
957,"How the PM Shehbaz Sharif presented the case of Climate Justice for before the world in Samarkand, London and New York. For the Pakistanis who lost their health, wealth, lives and even their dreams to climate-induced floods.  ",political
958,"During my interactions with market & business leaders, I will highlight the exciting investment opportunities in Pakistan's various sectors such as renewable energy, food security, industrial & infrastructure development, tourism and hospitality.",political
959,"Focal person to Ex PM Imran Khan, Azhar Mashwani has been abducted by FIA on the orders of the fascist Govt of Pakistan.- We demand his immediate release. ",political
960,PTI Chairman  talks about Ishaq Dar’s reckless statements on nuclear weapons.,political
961,"You may be in the depths of despair but remember, storms don’t last forever. They can shake you to the core. But they will pass. The Almighty has promised us, with hardship comes ease. So the rain will stop eventually and you’ll find peace after the chaos.",religious
962,"NSC took some major decisions yesterday after hours-long deliberations. Two of them stand out: State of Pakistan will adopt zero tolerance policy for terrorists challenging its writ. Peace is non-negotiable. Two, economic roadmap will revive economy & provide relief to the people",political
963,"The passion of the people is telling that the passion for freedom is speaking loudly and the destination is near, God willing",political
964,"As the countdown continues we have approximately 46 DAYS UNTIL RAMADAN, the month of fasting and forgiveness! Help us feed the Needy during Ramadan. Make a donation TODAY: ",religious
965,,political
966,"People will speculate, they’ll think the worst of you, they’ll judge, assume, gossip and backbite. When told the truth, most won’t even bother to correct themselves. Such is the state of humankind today. Protect yourself. Stay away from such sinful acts.",religious
967,"In the last four months, the entire nation has seen how Imran Niazi has used such epithets against the leadership of the Pakistan Army. His social media trolls have run hateful trends against the forces. Will the families of the martyrs forget all this?Niazis can fool themselves, not the nation.",political
968,"The greatest creation of the Lord, i.e. man, when he falls, leaves even the animals behind. The barbarians who violently took the life of our Zal Shah (Ali Bilal) are worse than beasts. Azam Swati, Shehbaz Gill and many others, under the supervision of a mentally retarded person.",political
969,I strongly condemn the firing at Imran Khan's rally. An immediate report of the incident has been sought from the Interior Minister. We pray for the speedy recovery of Imran and other injured. The Federation will provide all possible cooperation to the Punjab Government in the security/investigation of the incident. Violence should have no place in national politics.,political
970,"A protest was held in Sacramento, CA on Mar 26th, by Pakistani-Americans concerned about the state of democracy and the violations of human rights in Pakistan.Protestors called for elections to be held in order to set the country back on the path to stability.… Show more",political
971,Flooding of Karachi bec of rains again a reflection of PPP's 14 yrs of corruption & mismanagement in governing Sindh. My govt had given Rs35bn to clean & reconstruct major nullahs but prov govt failed to perform it's task of improving solid waste disposal & cleaning minor nullahs,political
972,May Allah turn all your painful tears into tears of joy.,religious
973,16th December is the day for the whole of Pakistan to be united against terrorism. This day is a message to the whole world that Pakistan has made great sacrifices to eradicate terrorism. This struggle of ours is ongoing and will continue with the same iron will and perseverance until the complete elimination of this monster.,political
974,"It has been 4 days now, and Azhar Mashwani still couldn’t be produced in any court, still no FIR has been presented.Law of the jungle is not acceptable,  immediately!!",political
975,Thank you ⁦⁩ ⁦⁩ ⁦⁩ ⁦⁩ ⁦⁩,political
976,The day you lose hope in Allah's mercy is the day shaitān has won.,religious
977,Haters are just people with low self esteem. They don’t believe in themselves; so they try to put other people down in a sick way to lift themselves up! Don’t let their criticism and negativity distract you from your goals in life.,religious
978,"Among the rising leaders of Tehreek-e-Insaaf, Azhar Mashwani has earned a lot of respect by his works, his performances, his fear of God, by helping people. ",political
979,"When you fail at something, it’s a test from the Almighty. It need not stop you. If you don’t succeed, try again. The biggest mistake is to give up. He’s watching to see how hard you’re trying, how much you really want it. Remember, for every obstacle, there’s a solution.",religious
980,"Important meeting with Chairman PTI Imran KhanDiscussion on election, current situation, and other important legal and political issues. Detailed discussion on state terrorism against Pakistan Tehreek-e-Insaf, Inshallah all plans of PDM will fail.",political
981,"Just concluded a very exhausitive session with the national media bodies in which they were briefed about the scale of flood calamity, current status of rescue & relief efforts & the upcoming challenge of rehabilitation. My talk on the occasion primarily consisted of two points.",political
982,"Take your repentance seriously. The one who’s truly remorseful is the one who is regretful of his past sins. He has a fear of falling into them again. More importantly, he stays away from bad company and those who are likely to encourage him to sin again.",religious
983,"With hundreds of inspirational, verified causes to choose from you have the opportunity to make an impact on countless lives by supporting a different cause every day in Ramadan. Check out my team and join the challenge today!",religious
984,"I urge Imran Khan to file a defamation case against Financial Times for publishing an indicting article. If he doesn't & I am sure he wouldn't, it will prove one more time how brazenly he is lying & cheating the people of Pakistan.",political
985,"Don’t underestimate the little things you do for others. No matter how small the act, it will come back to you eventually. The appreciation and thank you may be delayed for ages but that’s ok because your reward is truly with the Almighty. So do things out of love not obligation.",religious
986,First consignment of relief goods for the flood affectees has reached Afghanistan to be followed by more relief measures. Pakistan will continue to stand by Afghan brothers & sisters through thick & thin. International community shouldn't forget Afghan people in this hour of need,political
987,My message to the national cricket team today is the same as what I gave to my team in the 1992 World Cup final. First: Enjoy the rare opportunity to play in the World Cup final and don't be overwhelmed by it. Secondly:,political
988,I have just been informed that Pakistani citizen Mudassar Sultan  has passed away in Saudi Arabia. May Allah grant him a place in Jannat al-Firdous and give patience to his family. He was a valuable asset of the party.Instructions have been issued to the Pakistani embassy to bring his dead body to Pakistan,political
989,People have less time for each other as life gets more hectic & stressful. That’s the sad reality. But how often has the Almighty reminded us that He is near. Never think you’re alone. You’re not.  Turn to Him for anything & everything.,religious
990,Feel the difference Imran Khan                         Maryam Nawaz 1-export plans                  Tosha Khan 2-tourism                             Ghari chor 3-minerals.                          Fitna 4-remittances.                   Fasad5-small businesses.… Show more,political
991,Niazi's interview with FT in which he rebutted his foreign conspiracy theory is a reminder of vicious role he played to harm Pakistan's external relations while pursuing his own petty politics. Nation is shocked by his deceit & treachery inflicting irreparable damage on Pakistan.,political
992,I request all Pakistanis living in Pakistan and across the world to donate & support PTI's fight for Haqiqi Azadi. This is a struggle for a sovereign Pakistan - please play your part in this Jehad.  is chairman of the PTI fundraising committee.,political
993,"""Time for you to change""Let no one celebrate the day of despair because of oppression today, today is our day to answer face to face, by going to the rally in a peaceful manner - rain or storm, if you stand with Khan today, you can give a knockout punch. Here are the oppressors- Come, let's change the time all together- ",political
994,"Khan sir, you raised your voice for my brother. I am grateful to you. Azhar will come back safely, God willing.",political
995,"Three, Imran Niazi deeply hurt the global prestige & standing of the country & its relations with friendly countries. Four, he has lost a sense of balance in his lust for power, which is evidenced by his habitual recourse to lies, propaganda & blatant twisting of facts.",political
996,"Complaining to others and stressing over our problems will not solve them. The Almighty knows the best solutions to our problems. We just need to trust Him, seek His assistance and not anyone else.  Keep asking Him. He will respond.",religious
997,"The Messenger of Allah (ﷺ) said, ""The first of man's deeds for which he will be called to account on the Day of Resurrection will be Salat. If it is found to be perfect, he will be safe and successful..."" [At- Tirmidhi].",religious
998,"Almighty. Keep our hearts soft and protect them from hardening. Shower us with Your Mercy. When we commit a sin, allow us to feel the guilt that comes with it. Don’t make us among those who sin and yet aren’t remorseful. Aameen.",religious
999,Arshad Sharif's murder has sent shockwaves across the country. This murder has re-examined the current trend of targeting anyone who dares to question or criticize the rulers. Citizens are deprived of their basic rights under the Constitution. Supply and them state and govt,political
1000,"under spiralling prices while rulers get NRO for Rs 1100 bn looted wealth for themselves. Refusing to abide by prison rules for political detainees reflects a desperate & dictatorial mindset, which makes our people even more determined to stand up for Haqeeqi Azadi.",political
1001,Never doubt that the Almighty always has a plan for your life. Learn to trust Him not only when you understand the process but even when you don't. Because you know that He wants only what’s best for you.,religious
1002,"British Pakistani Ex Sec pti Overseas, Chairman Imran Khan’s Focal person for monitoring Shahid Hussain has been abducted from liberty market lahore. Koi FIR nai , This is the height of violation of human rights in Pakistan. ",political
1003,"Never give up on the Almighty. Bear good patience during your trials. He will answer your prayers, grant you breakthroughs, reward your persistence. Remember, the tears will cease, the wait will be over soon. Keep your faith firm as you wait.",religious
1004,Never Lose Hope In Allah ﷻ,religious
1005,"With all the hustle and bustle going on around you, don’t neglect rest. Rest is self-care. Don’t let anyone tell you otherwise. It’s crucial to your well-being so you can come back stronger. Don’t ignore it. Rest up.",religious
1006,"As the countdown continues we have approximately 39 DAYS UNTIL RAMADAN, the month of fasting and forgiveness! Let us make the effort to prepare for the blessed month through regular fasting and charity. Make a donation TODAY: ",religious
1007,"In such a situation, they want the caretaker government of Punjab to continue working till October. wonderful. Have you ever seen such a watchful and neutral government that arrests Chen Chen as a servant of another political party?",political
1008,"Ya Allah, Grant me a mind free of worry, a heart free of sadness, and a body free of sickness.",religious
1009,"Oh, Allah...Accept our righteous deeds and forgive our bad deeds! Oh, the Most Forgiving, the Most Merciful!",religious
